BV,b,l,SAO,SPtype,Vmag,name,J2000_a,J2000_d,RAhms,DEdms
1.16,-42.56,28.78,190295,K0III,5.41,33    Cap,321.04,-20.85194444,20 51     7,-42.5628.78 21 24
1.02,-43.12,26.31,190293,gK0,6.38,         ,321.0329167,-22.74694444,22 44    49,-43.1226.31 21 24
1.1,-0.44,91.9,50761,K0III,5.69,         ,320.5016667,49.38888889,49 23    20,-0.4491.9 21 22
0.01,-8.15,84.38,71266,A1V,6.63,         ,320.6954167,38.63416667,38 38     3,-8.1584.38 21 22
0.29,-39.64,38.63,164364,F1V,5.49,18    Aqr,321.0479167,-12.87805556,12 52    41,-39.6438.63 21 24
0.34,-43.94,341.75,247031,F1III,6.12,  Gam Ind,321.5641667,-54.66055556,54 39    38,-43.94341.75 21 26
0.32,-18.27,73.9,89678,F1IV,5.71,         ,320.995,24.27416667,24 16    27,-18.2773.9 21 23
0.47,-27.5,62.3,126774,F5III,6.35,         ,321.1025,10.17416667,10 10    27,-27.562.3 21 24
0.33,-35.33,49.29,145376,F0III,6.36,20    Aqr,321.2154167,-3.398333333, 3 23    54,-35.3349.29 21 24
0.2,-38.5,42.4,145382,F0IV,5.7,19    Aqr,321.3045833,-9.748611111, 9 44    55,-38.542.4 21 25
1.55,-38.65,323.22,255003,M5III,5.34,         ,322.1870833,-69.50527778,69 30    19,-38.65323.22 21 28
1.04,-18.17,74.16,89682,K0III,6.32,         ,321.09625,24.52888889,24 31    44,-18.1774.16 21 24
0.31,-17.08,75.46,89685,A8III,5.68,         ,321.1416667,26.17444444,26 10    28,-17.0875.46 21 24
1.46,-35.51,49.19,145384,K4III,5.49,21    Aqr,321.3208333,-3.556666667, 3 33    24,-35.5149.19 21 25
1.19,-46.01,5.45,212998,K2III,5.63,         ,321.5954167,-37.82944444,37 49    46,-46.015.45 21 26
0.04,-33.3,311.99,258904,A0V,6.47,         ,323.3358333,-80.03916667,80  2    21,-33.3311.99 21 33
0.39,-46.06,358.65,230692,Am,5.51,         ,321.7566667,-42.54777778,42 32    52,-46.06358.65 21 27
0.16,-33.44,53.47,126789,A1IV,6.46,         ,321.4645833,0.534444444, 0 32     4,-33.4453.47 21 25
1,-43.59,26.98,190341,G4Ib,3.74,34Zet Cap,321.6666667,-22.41138889,22 24    41,-43.5926.98 21 26
0.44,-33.25,54.14,126794,F5V,6.13,         ,321.6170833,1.103333333, 1  6    12,-33.2554.14 21 26
-0.03,-0.82,92.2,50817,B9pSi:Cr:Sr:,6.58,         ,321.23125,49.32333333,49 19    24,-0.8292.2 21 24
1.44,-43.36,28.63,190349,K5III,5.78,35    Cap,321.8116667,-21.19611111,21 11    46,-43.3628.63 21 27
0.32,-2.73,90.42,50824,F0V,5.6,         ,321.3316667,46.71444444,46 42    52,-2.7390.42 21 25
-0.08,-9.96,83.39,71329,B0Ib,5.94,69    Cyg,321.4458333,36.6675,36 40     3,-9.9683.39 21 25
0.22,-21.98,70.43,107138,A8m,6.07,         ,321.61125,19.37555556,19 22    32,-21.9870.43 21 26
1.14,-44.57,342.89,247043,K2IIICNIb,6.39,         ,322.25125,-53.70583333,53 42    21,-44.57342.89 21 29
0.49,-39.98,40.72,164415,F3V,6.61,         ,322.0579167,-11.56833333,11 34     6,-39.9840.72 21 28
0.91,-43.87,27.97,190374,G5III,4.51,36    Cap,322.1808333,-21.80722222,21 48    26,-43.8727.97 21 28
0.03,-46.02,14.98,213034,A0,6.5, 5    PsA,322.2658333,-31.23861111,31 14    19,-46.0214.98 21 29
-0.14,-9.86,83.94,71358,B3V,5.31,70    Cyg,321.8391667,37.11666667,37  7     0,-9.8683.94 21 27
0.07,-1.39,92.09,50867,A6pCrEu:,5.31,         ,321.715,48.835,48 50     6,-1.3992.09 21 26
0.04,-16.6,77.04,89720,A1V,5.41,35    Vul,321.9170833,27.60861111,27 36    31,-16.677.04 21 27
-0.12,1.55,94.89,33434,B6V,6.03,         ,321.6875,52.89861111,52 53    55,1.5594.89 21 26
1.64,-29.49,61.21,126818,M1,6.4,         ,322.1033333,8.195555556, 8 11    44,-29.4961.21 21 28
0.32,-13.44,80.53,71371,F0V,5.8,         ,322.0345833,32.22527778,32 13    31,-13.4480.53 21 28
1.39,-23.41,69.67,107168,K5,6.44,         ,322.2495833,17.90583333,17 54    21,-23.4169.67 21 28
0.41,-43.31,31.58,164433,F0V,6.57,         ,322.4983333,-19.14777778,19  8    52,-43.3131.58 21 29
1.53,-20.54,73.09,89737,M4.5III-IIIa,5.93,         ,322.2495833,22.17944444,22 10    46,-20.5473.09 21 28
1.75,6.42,99.73,33443,M3IIIaBa0.2,6.1,         ,321.8554167,59.75,59 45     0,6.4299.73 21 27
1.62,-19.7,74.39,89752,M1+III,4.57, 2    Peg,322.4870833,23.63888889,23 38    20,-19.774.39 21 29
0.14,3.16,96.86,33458,B8III,6.12,         ,322.2195833,55.41861111,55 25     7,3.1696.86 21 28
-0.11,11.43,104.76,19432,B7V,5.44, 7    Cep,321.9420833,66.80916667,66 48    33,11.43104.76 21 27
0.97,-3.35,90.81,50934,K0-III,5.24,71    Cyg,322.3625,46.54055556,46 32    26,-3.3590.81 21 29
1.1,-47.08,0.56,230726,K0III,5.29,  Xi  Gru,323.0245833,-41.17916667,41 10    45,-47.080.56 21 32
0.05,-46.99,11.18,213078,A2IV,5.97, 6    PsA,323.0608333,-33.94472222,33 56    41,-46.9911.18 21 32
-0.05,-27.55,65.2,107195,B9.5V,6.08,         ,322.79,12.1375,12  8    15,-27.5565.2 21 31
0.83,-37.88,48.02,145457,G0Ib,2.91,22Bet Aqr,322.8895833,-5.571111111, 5 34    16,-37.8848.02 21 31
1.48,-45.45,343.97,247080,K4III,6.41,         ,323.32375,-52.7375,52 44    15,-45.45343.97 21 33
0.46,-33.86,312.39,257942,F4IV,6.18,         ,324.7341667,-79.4425,79 26    33,-33.86312.39 21 38
0.2,-45.47,24.54,190423,A7V,6.43,         ,323.13875,-24.59055556,24 35    26,-45.4724.54 21 32
1.04,-46.99,355.16,230737,K1III,5.57,         ,323.3479167,-44.84861111,44 50    55,-46.99355.16 21 33
0.08,1.22,95.32,33477,A2Vp,6.02,         ,322.585,52.95805556,52 57    29,1.2295.32 21 30
-0.22,14.03,107.54,10057,B1IV,3.23, 8Bet Cep,322.165,70.56083333,70 33    39,14.03107.54 21 28
0.92,21.03,114.98,3568,gG6,5.97,         ,321.2070833,80.52472222,80 31    29,21.03114.98 21 24
-0.09,-20.29,74.62,89786,B9pSiSrCr,6.7,         ,323.1129167,23.39444444,23 23    40,-20.2974.62 21 32
1.09,-47.36,357.95,230741,K1IIICNII,6.32,         ,323.5708333,-42.925,42 55    30,-47.36357.95 21 34
0.9,0.86,95.22,33497,G2Ib+B9V,6.16,         ,322.8645833,52.62,52 37    12,0.8695.22 21 31
0.12,6.62,100.55,19466,B1II,5.53,         ,322.7470833,60.45944444,60 27    34,6.62100.55 21 30
-0.11,-47.03,17.47,190458,B8III,6.41,         ,323.7208333,-29.69611111,29 41    46,-47.0317.47 21 34
0.4,-44.7,30.88,190461,F1V,5.69,37    Cap,323.7125,-20.08444444,20  5     4,-44.730.88 21 34
-0.03,-1.24,93.59,51019,A0V,5.75,         ,323.2358333,49.97777778,49 58    40,-1.2493.59 21 32
1.1,-45.78,26.34,190469,gG7,6.4,         ,323.81625,-23.45416667,23 27    15,-45.7826.34 21 35
1.81,-4.31,90.83,51027,K1Ib,6.25,         ,323.3245833,45.85416667,45 51    15,-4.3190.83 21 33
0.03,-41.63,328.1,255040,A0-1IV,6.2,         ,324.5120833,-64.82416667,64 49    27,-41.63328.1 21 38
0.51,-21.08,74.48,89807,F7V,6.47,         ,323.6416667,22.75472222,22 45    17,-21.0874.48 21 34
1.11,-37.86,50.35,145510,gG9,5.77,         ,323.8233333,-3.983055556, 3 58    59,-37.8650.35 21 35
0.89,-4.58,90.74,51035,G8IIIFe-0.5,4.02,73Rho Cyg,323.4954167,45.59194444,45 35    31,-4.5890.74 21 33
0.22,-46.64,22.61,190478,A7/8IV,5.73, 8    PsA,324.0458333,-26.17138889,26 10    17,-46.6422.61 21 36
1,-35.19,314.29,257948,K0III,3.76,  Nu  Oct,325.36875,-77.39,77 23    24,-35.19314.29 21 41
1.08,-9.85,86.01,71480,K0.5III,4.9,72    Cyg,323.6941667,38.53416667,38 32     3,-9.8586.01 21 34
0.22,-47.85,12.63,213136,A7Vn,6.11, 7    PsA,324.20375,-33.04805556,33  2    53,-47.8512.63 21 36
0.35,-17.39,78.72,89815,F0IV,6.31,         ,323.8291667,28.19722222,28 11    50,-17.3978.72 21 35
0.02,-0.13,94.93,33540,B9IIIe,6.15,         ,323.6145833,51.69833333,51 41    54,-0.1394.93 21 34
-0.17,-44.99,31.94,164520,B2.5Vpe,4.68,39Eps Cap,324.27,-19.46611111,19 27    58,-44.9931.94 21 37
1.58,-4.98,90.86,51079,M5IIIae,5.53,         ,324.01,45.37472222,45 22    29,-4.9890.86 21 36
0.06,-36.38,54.52,145533,A2V,6.25,         ,324.3908333,-0.390277778, 0 23    25,-36.3854.52 21 37
0.17,-40.34,46.45,145537,A7V,4.69,23Xi  Aqr,324.4379167,-7.854166667, 7 51    15,-40.3446.45 21 37
0.02,-32.28,61.41,126940,A2V,6.18, 3    Peg,324.4320833,6.618333333, 6 37     6,-32.2861.41 21 37
0.18,-8.76,87.62,51101,A5V,5.01,74    Cyg,324.2375,40.41361111,40 24    49,-8.7687.62 21 36
0.3,-23.99,72.34,107288,F1IV,5.45, 5    Peg,324.4391667,19.31861111,19 19     7,-23.9972.34 21 37
0.92,-48.38,11.74,213168,G8IV,6.28,         ,324.7754167,-33.67916667,33 40    45,-48.3811.74 21 39
0.6,-46.53,344.1,247128,F7III,6.21,         ,324.99875,-52.35916667,52 21    33,-46.53344.1 21 39
0.25,-32.96,60.76,126956,A9IV-Vn,5.67, 4    Peg,324.6329167,5.771666667, 5 46    18,-32.9660.76 21 38
1.06,-45.56,339.43,247132,K0II-III,6.33,         ,325.14,-55.7375,55 44    15,-45.56339.43 21 40
0.19,-5.65,90.59,51109,A7III,6.2,         ,324.36625,44.69666667,44 41    48,-5.6590.59 21 37
1.03,-42,43.53,164555,K0,6.08,         ,324.8670833,-10.57694444,10 34    37,-42.043.53 21 39
1.02,-19.84,77.29,89870,G9III,6.16,         ,324.6875,25.49888889,25 29    56,-19.8477.29 21 38
0.99,1.29,96.86,33596,K1III,6.15,         ,324.41125,54.04222222,54  2    32,1.2996.86 21 37
0.32,-23.55,73.31,89871,F2V,5.85,         ,324.7545833,20.26527778,20 15    55,-23.5573.31 21 39
1.04,-35.28,57.54,126965,K0III,5.1,25    Aqr,324.88875,2.243611111, 2 14    37,-35.2857.54 21 39
0.32,-44.67,36,164560,F0p,3.68,40Gam Cap,325.0229167,-16.66222222,16 39    44,-44.6736.0 21 40
0.3,7.25,102.27,19541,B2Ib,4.73, 9    Cep,324.48,62.08194444,62  4    55,7.25102.27 21 37
0.75,-32.13,309.02,258914,G8-K0III,5.29,  Lam Oct,327.72625,-82.71916667,82 43     9,-32.13309.02 21 50
0.21,3.74,99.29,33626,O6.5V((f)),5.62,         ,324.74,57.48916667,57 29    21,3.7499.29 21 38
1.19,-47.63,24.56,190555,K0,6.49,         ,325.4420833,-25.10194444,25  6     7,-47.6324.56 21 41
0.65,-43.97,39.56,164580,G1V+G0V,5.18,42    Cap,325.3870833,-14.0475,14  2    51,-43.9739.56 21 41
1.6,-7.04,90,51167,M1IIIab,5.11,75    Cyg,325.04625,43.27388889,43 16    26,-7.0490.0 21 40
0.95,-47.22,27.21,190559,G9III,5.24,41    Cap,325.5033333,-23.26277778,23 15    46,-47.2227.21 21 42
-0.1,-39.09,320.64,257955,B8IV,6.01,         ,326.37,-71.00888889,71  0    32,-39.09320.64 21 45
1.44,-36.37,57.05,126997,K2III,5.67,26    Aqr,325.5420833,1.285277778, 1 17     7,-36.3757.05 21 42
0.88,-46.03,33.38,164593,G8III,4.73,43Kap Cap,325.6645833,-18.86638889,18 51    59,-46.0333.38 21 42
1.64,-33.75,61.36,127002,M2IIIab,5.3, 7    Peg,325.5645833,5.68, 5 40    48,-33.7561.36 21 42
1.16,1.61,97.74,33656,K0III,6.2,         ,325.1804167,54.87222222,54 52    20,1.6197.74 21 40
0.07,-9.06,88.54,51189,A2V,6.11,76    Cyg,325.3929167,40.80527778,40 48    19,-9.0688.54 21 41
-0.11,-30.53,66.11,107340,B5IV,6.09,         ,325.6375,10.82472222,10 49    29,-30.5366.11 21 42
0.27,-46.41,32.41,164601,A3m,6.22,         ,325.80625,-19.62083333,19 37    15,-46.4132.41 21 43
0.28,-28.13,303.63,258931,F0IV-V,6.57,         ,341.3691667,-88.81833333,88 49     6,-28.13303.63 22 45
0.25,-44.45,39.32,164600,F0IV,5.88,44    Cap,325.7683333,-14.39972222,14 23    59,-44.4539.32 21 43
2.52,-13.06,85.01,71613,C6.3,6.07,         ,325.5045833,35.51027778,35 30    37,-13.0685.01 21 42
1.55,-5.4,91.92,51204,M4III:,6.17,         ,325.535,45.76583333,45 45    57,-5.491.92 21 42
1.12,-49.57,4.35,213248,G5III,6.3,         ,326.1229167,-38.5525,38 33     9,-49.574.35 21 44
0.01,-8.96,88.84,51207,A0V,5.69,77    Cyg,325.5954167,41.07722222,41  4    38,-8.9688.84 21 42
-0.12,-1.3,95.48,33665,B3IV,4.67,80Pi 1Cyg,325.52375,51.18972222,51 11    23,-1.395.48 21 42
0.21,-44.8,39,164612,F0V,5.99,45    Cap,326.0041667,-14.74944444,14 44    58,-44.839.0 21 44
1.15,-48.1,347.83,230822,K1III,6.45,         ,326.3291667,-49.49861111,49 29    55,-48.1347.83 21 45
1,-2.56,94.51,51217,G8II,6.09,         ,325.6620833,49.60027778,49 36     1,-2.5694.51 21 42
-0.05,-49.55,12.88,213258,A0V,4.34, 9Iot PsA,326.2366667,-33.02583333,33  1    33,-49.5512.88 21 44
1.59,-8.99,89,51221,M2IIIab,5.49,         ,325.7766667,41.155,41  9    18,-8.9989.0 21 43
0,-11.18,87.11,71643,A0V,5.65,79    Cyg,325.8570833,38.28388889,38 17     2,-11.1887.11 21 43
1.53,-31.46,65.57,127029,K2Ib,2.39, 8Eps Peg,326.0466667,9.875, 9 52    30,-31.4665.57 21 44
0.48,-18.34,80.58,89940,F6V,4.73,78Mu 1Cyg,326.0358333,28.74277778,28 44    34,-18.3480.58 21 44
0.36,-18.34,80.58,89939,G2V,6.08,78Mu 2Cyg,326.0345833,28.74305556,28 44    35,-18.3480.58 21 44
1.11,-42.51,46.17,145637,G8II-III,5.09,46    Cap,326.25125,-9.0825, 9  4    57,-42.5146.17 21 45
1.34,4.75,100.84,33683,K1III,6.08,         ,325.6891667,59.27111111,59 16    16,4.75100.84 21 42
1.17,-26.51,71.98,107365,G5Ib,4.34, 9    Peg,326.1279167,17.35,17 21     0,-26.5171.98 21 44
0.59,-28.27,69.86,107364,G0V,5.94,         ,326.1304167,14.77194444,14 46    19,-28.2769.86 21 44
0.43,-20.67,78.41,89949,F5IV,4.13,10Kap Peg,326.16125,25.645,25 38    42,-20.6778.41 21 44
2.35,4.32,100.6,33693,M2-Ia,4.08,  Mu  Cep,325.8766667,58.78,58 46    48,4.32100.6 21 43
1.1,13.82,108.88,10126,K1III,4.56,11    Cep,325.4804167,71.31138889,71 18    41,13.82108.88 21 41
1.66,-42.88,46.14,145648,M3III,6,47    Cap,326.5679167,-9.275833333, 9 16    33,-42.8846.14 21 46
-0.01,-43.91,43.64,164639,A1V,5.58,48Lam Cap,326.63375,-11.36583333,11 21    57,-43.9143.64 21 46
1,-13.3,85.82,71675,G8III,6.4,         ,326.4354167,35.85722222,35 51    26,-13.385.82 21 45
1.41,-22.83,76.64,89972,K0IbHdel 0.5,5.29,12    Peg,326.5183333,22.94888889,22 56    56,-22.8376.64 21 46
0.29,-46.01,37.6,164644,Am,2.87,49Del Cap,326.76,-16.12722222,16  7    38,-46.0137.6 21 47
0.6,-49.1,350.88,230846,G0V,5.58,         ,327.0658333,-47.30361111,47 18    13,-49.1350.88 21 48
1.05,14.5,109.65,10131,K0III,5.17,         ,325.7666667,72.32027778,72 19    13,14.5109.65 21 43
1.21,-21,78.65,89976,K3III:,6.28,         ,326.6,25.56333333,25 33    48,-21.078.65 21 46
0.04,-49.94,16.24,213292,A2V,5.01,10The PsA,326.9341667,-30.89833333,30 53    54,-49.9416.24 21 47
0.31,6.99,103.14,19621,O9Ib-II,5.95,         ,326.2220833,62.46055556,62 27    38,6.99103.14 21 44
0,-36.56,59.38,127060,A1V,5.64,11    Peg,326.8083333,2.686111111, 2 41    10,-36.5659.38 21 47
0.28,-7.93,90.71,51277,G0:III+A4V,6.54,         ,326.5691667,43.06083333,43  3    39,-7.9390.71 21 46
0.34,-27.05,72.32,107395,F3V,6.21,         ,326.7695833,17.19416667,17 11    39,-27.0572.32 21 47
1.02,-42.8,327.4,255080,K0III,5.62,         ,327.5004167,-64.7125,64 42    45,-42.8327.4 21 50
0.22,-41.49,50.3,145671,A7V,6.17,         ,326.90875,-5.917222222, 5 55     2,-41.4950.3 21 47
1.37,-40.23,321.8,255087,K2-3III,5.53,  Omi Ind,327.69625,-69.62944444,69 37    46,-40.23321.8 21 50
0.52,5.93,102.31,19624,A2Ia,4.29,10Nu  Cep,326.3620833,61.12083333,61  7    15,5.93102.31 21 45
-0.12,-3.22,94.83,51293,B3III,4.23,81Pi 2Cyg,326.6983333,49.30944444,49 18    34,-3.2294.83 21 46
0.22,-45.2,42.41,164679,A3m,6.31,         ,327.42125,-12.72305556,12 43    23,-45.242.41 21 49
-0.08,-11.56,88.12,71722,B8V,6.12,         ,327.1225,38.64861111,38 38    55,-11.5688.12 21 48
1.52,5.45,102.22,19642,M1IIIb,5.52,12    Cep,326.8554167,60.69277778,60 41    34,5.45102.22 21 47
1.42,-46.99,37.05,164686,K0,6.38,         ,327.5545833,-16.84472222,16 50    41,-46.9937.05 21 50
-0.1,-25.15,75.35,90027,B2V,6.29,         ,327.3620833,20.4625,20 27    45,-25.1575.35 21 49
-0.03,-18.12,82.57,90040,A1V s,5.04,14    Peg,327.46125,30.17416667,30 10    27,-18.1282.57 21 49
0.37,-27.52,72.97,107425,F2III-IV,5.29,13    Peg,327.53625,17.28555556,17 17     8,-27.5272.97 21 50
0.42,-9.8,89.94,51344,A2Ib,6.48,         ,327.4170833,41.14888889,41  8    56,-9.889.94 21 49
0.36,-47.96,34.79,164697,F0III,6.16,         ,327.9241667,-18.62305556,18 37    23,-47.9634.79 21 51
1.67,5.75,102.77,19663,M1II-III,6.17,         ,327.3291667,61.27277778,61 16    22,5.75102.77 21 49
-0.1,-25.96,75.25,107445,B8III,5.77,         ,327.8925,19.82666667,19 49    36,-25.9675.25 21 51
-0.08,-11.2,89.1,71767,B9pHgMn,6.17,         ,327.7704167,39.53666667,39 32    12,-11.289.1 21 51
0.37,-46.35,41.88,164713,F1III,5.08,51Mu  Cap,328.3241667,-13.55166667,13 33     6,-46.3541.88 21 53
0.39,-44.71,330.39,255101,F1III,5.9,         ,328.7979167,-61.88638889,61 53    11,-44.71330.39 21 55
-0.12,-51.47,6.11,213374,B8III,3.01,  Gam Gru,328.4820833,-37.365,37 21    54,-51.476.11 21 53
0.42,-19.54,82.05,90065,F6IV-V vw,5.53,15    Peg,328.1245833,28.79333333,28 47    36,-19.5482.05 21 52
-0.12,-44.96,46.07,164717,B9V,6.59,         ,328.4,-10.31166667,10 18    42,-44.9646.07 21 53
-0.17,-21.75,80.1,90075,B3Ve,5.08,16    Peg,328.2658333,25.925,25 55    30,-21.7580.1 21 53
-0.13,1.28,99.56,33819,B6IV-V,5.71,         ,328.0041667,55.79694444,55 47    49,1.2899.56 21 52
0.01,-26.41,75.51,107474,A0V s,5.68,         ,328.4058333,19.66833333,19 40     6,-26.4175.51 21 53
0.8,-35.25,64.7,127141,G0III s,6.15,         ,328.4908333,6.864444444, 6 51    52,-35.2564.7 21 53
1.18,-41.99,53.33,145731,K2III,5.71,         ,328.5433333,-4.276111111, 4 16    34,-41.9953.33 21 54
0.21,-46.69,335.36,247230,Am,6.19,  Pi  Ind,329.0583333,-57.89944444,57 53    58,-46.69335.36 21 56
0.48,-41.54,54.49,145735,F5IV,6.2,         ,328.6495833,-3.301111111, 3 18     4,-41.5454.49 21 54
0.97,-26.48,75.68,107489,K0III+F7V,6.39,         ,328.5725,19.71833333,19 43     6,-26.4875.68 21 54
0.93,-51.66,17.01,213406,G8III,6.41,         ,328.9816667,-30.60638889,30 36    23,-51.6617.01 21 55
0.08,-51.96,6.25,213414,A2Vn,5.46,         ,329.095,-37.25361111,37 15    13,-51.966.25 21 56
0.33,-52.07,5.44,213427,F1III-IV,6.18,         ,329.2591667,-37.74694444,37 44    49,-52.075.44 21 57
0.28,-48.12,339.11,247244,F0IV,4.4,  Del Ind,329.4795833,-54.9925,54 59    33,-48.12339.11 21 57
0.46,-46.45,333.72,247247,F3V,6.12,  Kap1Ind,329.6254167,-59.01222222,59  0    44,-46.45333.72 21 58
0.22,-35.87,313.17,257990,A5IV-V,6.41,         ,330.4670833,-77.6625,77 39    45,-35.87313.17 22  1
0.73,1.68,100.39,33864,B8Ib,5.8,13    Cep,328.7216667,56.61138889,56 36    41,1.68100.39 21 54
1.7,-25.72,77.24,90112,K5V,6.4,         ,329.1,21.23972222,21 14    23,-25.7277.24 21 56
0.05,-32.32,69.96,107528,A2Vnn,5.54,17    Peg,329.235,12.07638889,12  4    35,-32.3269.96 21 56
1.6,5.51,103.5,19738,G8Ib,6.13,         ,328.83625,61.54194444,61 32    31,5.51103.5 21 55
-0.06,8.45,105.89,19742,B2.5Ve,5.86,         ,328.8795833,65.32083333,65 19    15,8.45105.89 21 55
0.37,-43.46,52.76,145778,F5IV,6.33,         ,329.5554167,-5.424722222, 5 25    29,-43.4652.76 21 58
-0.08,-4.77,95.74,51477,B8V,6.42,         ,329.2591667,48.66861111,48 40     7,-4.7795.74 21 57
1.65,-50.35,31.9,190786,M4III,6.12,         ,329.6825,-21.18277778,21 10    58,-50.3531.9 21 58
1,-52.47,4.34,213452,K0III,5.5,         ,329.8245833,-38.39527778,38 23    43,-52.474.34 21 59
0.39,-36.95,314.54,257993,F3III,5.95,         ,330.7658333,-76.11861111,76  7     7,-36.95314.54 22  3
-0.1,-48.07,337.68,247262,B9IV-V,6.01,         ,330.1004167,-55.88277778,55 52    58,-48.07337.68 22  0
1,-43.03,54.1,145784,K2V,6.22,         ,329.7291667,-4.373055556, 4 22    23,-43.0354.1 21 58
1.77,7.05,104.92,19753,M2Iaep+B8Ve,4.91,         ,329.1629167,63.62555556,63 37    32,7.05104.92 21 56
-0.05,9,106.55,19760,B2V,6.43,         ,329.29625,66.15611111,66  9    22,9.0106.55 21 57
-0.12,-36.51,65.8,127219,B3III,6,18    Peg,330.0329167,6.7175, 6 43     3,-36.5165.8 22  0
-0.09,-52.44,20.7,190822,B8V,5.42,12Eta PsA,330.2091667,-28.45361111,28 27    13,-52.4420.7 22  0
1.06,-48.01,336.28,247287,K4-5V,4.69,  Eps Ind,330.84,-56.78611111,56 47    10,-48.01336.28 22  3
1.67,6.16,104.54,19773,M3IIIab,5.93,         ,329.7225,62.69833333,62 41    54,6.16104.54 21 58
0.03,2.13,101.51,33943,A0III-IV,6.59,         ,329.8458333,57.65833333,57 39    30,2.13101.51 21 59
1.28,-40.57,59.95,127235,gK4,5.58,28    Aqr,330.2708333,0.605, 0 36    18,-40.5759.95 22  1
0.34,-32.32,71.68,107587,F4III,5.6,20    Peg,330.2725,13.11972222,13  7    11,-32.3271.68 22  1
1.44,-35.67,67.43,127239,gK5,5.65,19    Peg,330.2883333,8.257222222, 8 15    26,-35.6767.43 22  1
1.01,-50.04,37.15,164827,gG7,6.28,         ,330.5495833,-17.90361111,17 54    13,-50.0437.15 22  2
1.56,15.84,112.28,10208,K5,6.35,         ,329.4625,74.99666667,74 59    48,15.84112.28 21 57
0.42,-49.74,38.54,164830,A2V+K0III,6.37,29    Aqr,330.6108333,-16.96416667,16 57    51,-49.7438.54 22  2
-0.1,-33.98,70.03,107599,B5IIIn,6.37,         ,330.5058333,10.97388889,10 58    26,-33.9870.03 22  2
0.32,-53.16,18.43,213502,F0IIIn,7.1,         ,330.8216667,-29.90416667,29 54    15,-53.1618.43 22  3
0.06,5.87,104.58,19792,B0IV,6.66,         ,330.16375,62.48805556,62 29    17,5.87104.58 22  0
0.44,14.38,111.17,10216,F5V,5.03,16    Cep,329.8125,73.18,73 10    48,14.38111.17 21 59
0.96,-45.11,52.41,145836,K0III,5.54,30    Aqr,330.8183333,-6.5225, 6 31    21,-45.1152.41 22  3
-0.06,-42.67,57.44,145837,B7IVe,4.69,31Omi Aqr,330.82875,-2.155277778, 2  9    19,-42.6757.44 22  3
-0.11,-1.89,98.91,33985,B5III,5.78,         ,330.4608333,52.88222222,52 52    56,-1.8998.91 22  1
-0.07,-33.92,70.66,107625,B9.5V,5.8,21    Peg,330.8291667,11.38638889,11 23    11,-33.9270.66 22  3
1.63,-53.4,18.45,213517,K5III,6.47,13    PsA,331.0995833,-29.91666667,29 55     0,-53.418.45 22  4
0.06,2.18,102.01,33990,O9Vn,5.56,14    Cep,330.5191667,58.00055556,58  0     2,2.18102.01 22  2
-0.03,-8.58,94.08,51595,A0IV,5.6,         ,330.73625,44.65,44 39     0,-8.5894.08 22  2
-0.14,-53.01,23.58,190864,B4IVne,5.96,         ,331.1533333,-26.8225,26 49    21,-53.0123.58 22  4
1.46,-46.96,332.26,247303,K4III,5.62,  Kap2Ind,331.4620833,-59.63611111,59 38    10,-46.96332.26 22  5
0.23,-42.22,59.1,145853,A5m,5.3,32    Aqr,331.1975,-0.906666667, 0 54    24,-42.2259.1 22  4
1.37,-53.67,2.22,213543,K3III,4.46,  Lam Gru,331.52875,-39.54333333,39 32    36,-53.672.22 22  6
1.1,-18.03,86.97,71998,G5Ia,6.38,         ,331.1433333,32.94194444,32 56    31,-18.0386.97 22  4
1.44,-38.64,65.37,127285,K4III,4.84,22Nu  Peg,331.42,5.058611111, 5  3    31,-38.6465.37 22  5
0.98,-42.07,59.93,145862,G2Ib,2.96,34Alp Aqr,331.4458333,-0.319722222, 0 19    11,-42.0759.93 22  5
1.25,-22.98,82.85,90214,K2III,5.78,         ,331.2975,26.67388889,26 40    26,-22.9882.85 22  5
1.58,6.15,105.26,19828,M5IIIab,5.29,18    Cep,330.9704167,63.11972222,63  7    11,6.15105.26 22  3
0.34,7.37,106.15,19827,A3/6Vm,4.29,17Xi  Cep,330.9475,64.62777778,64 37    40,7.37106.15 22  3
-0.07,-49.37,43.51,164861,B9IV-V,4.27,33Iot Aqr,331.6091667,-13.86972222,13 52    11,-49.3743.51 22  6
